,white_username,black_username,white_result,black_result
47238,aajayaa,hoangsonhahaha,resigned,win
47239,gigicatucci,aajayaa,win,resigned
47240,martinhind3,aajayaa,resigned,win
47241,aajayaa,Zakwando9,resigned,win
47242,ismailtarim,aajayaa,checkmated,win
47243,aajayaa,khalil-22,timeout,win
47244,aajayaa,sulayibraheem,abandoned,win
47245,aajayaa,Kiwi_3141,repetition,repetition
47246,Doich16,aajayaa,resigned,win
47247,Sarvartdinov,aajayaa,win,resigned
47248,tahaghobadi,aajayaa,win,checkmated
47249,aajayaa,Rjronak007,win,checkmated
47250,bagajr,aajayaa,abandoned,win
47251,aajayaa,Ice1600,win,resigned
47252,aajayaa,Aristoteles147,win,resigned
47253,HBHolland,aajayaa,timeout,win
47254,JRock7997,aajayaa,resigned,win
47255,aajayaa,Joshums,win,resigned
47256,aajayaa,bigdosser94,resigned,win
47257,aajayaa,alch27,win,resigned
47258,UbiquitousObjector,aajayaa,win,timeout
47259,eisehof,aajayaa,timeout,win
47260,aajayaa,andyerianto,win,checkmated
47261,utkonos55utkonosov,aajayaa,win,resigned
47262,aajayaa,IsmarVelic,win,resigned
47263,thu19tuoi,aajayaa,win,resigned
47264,venkateshkamarthi,aajayaa,timeout,win
47265,JuZZame,aajayaa,win,timeout
47266,aajayaa,Delfo9,win,timeout
47267,aajayaa,Shore_Volker,abandoned,win
47268,aajayaa,atasevermuhammedali,win,checkmated
47269,aajayaa,Don_Oussama,checkmated,win
47270,PojiloySkarabei,aajayaa,win,resigned
47271,aajayaa,MrLimpet,resigned,win
47272,Shiba01,aajayaa,win,resigned
47273,kevjiangba,aajayaa,win,timeout
47274,meekohi,aajayaa,win,resigned
47275,aajayaa,ChickenN_gget,resigned,win
47276,aajayaa,Rockitman,win,abandoned
47277,Ace5hark,aajayaa,resigned,win
47278,tudevidya,aajayaa,resigned,win
47279,aajayaa,EliHerschelWallach,checkmated,win
47280,aajayaa,cleberbugs,win,resigned
47281,auntylover,aajayaa,win,resigned
47282,aajayaa,MemoWasauski,resigned,win
47283,aajayaa,MoistTurboFister,win,checkmated
47284,xThereIsNoSpoon,aajayaa,resigned,win
47285,Atakiwang,aajayaa,resigned,win
47286,aajayaa,deytookerjerbs,timeout,win
47287,Juanossa,aajayaa,win,resigned
47288,aajayaa,APanda2020,win,resigned
47289,fx1275,aajayaa,win,checkmated
47290,aajayaa,Daniellzz,win,checkmated
47291,bravowiz,aajayaa,win,resigned
47292,aajayaa,bravowiz,win,timeout
47293,Ttaannttooo,aajayaa,win,checkmated
47294,aajayaa,RatnikXYZ,timeout,win
47295,GreatWNorth,aajayaa,abandoned,win
47296,aajayaa,julsrules5,timeout,win
47297,aajayaa,gpaape,win,timeout
47298,Tubad4Us,aajayaa,timeout,win
47299,MrMisstar,aajayaa,checkmated,win
47300,aajayaa,endgame88,resigned,win
47301,aajayaa,ValdimirPutin,resigned,win
47302,aajayaa,FeliksTs,win,checkmated
47303,Creativevirus,aajayaa,abandoned,win
47304,Don_Ronty,aajayaa,win,timeout
47305,aajayaa,Srvfan9,checkmated,win
47306,aajayaa,The_Hoop_Junkie,win,timeout
47307,asbjornland,aajayaa,stalemate,stalemate
47308,sinhasandy,aajayaa,win,resigned
47309,aajayaa,joost7384,resigned,win
47310,mehd7657,aajayaa,resigned,win
47311,aajayaa,JanTango,resigned,win
47312,aajayaa,Daros56,checkmated,win
47313,schlunzi71,aajayaa,timeout,win
47314,aajayaa,david496351,win,resigned
47315,HaarHelm,aajayaa,win,resigned
47316,aajayaa,HaarHelm,resigned,win
47317,imxz28,aajayaa,win,checkmated
47318,aajayaa,farhang56,resigned,win
47319,SuperBadMuffins,aajayaa,win,abandoned
47320,aajayaa,Fawzan7,win,resigned
47321,bdawg11235,aajayaa,win,resigned
47322,aajayaa,RadJihyo,win,resigned
47323,aajayaa,MauriceBison,abandoned,win
47324,MaitreYota,aajayaa,resigned,win
47325,aajayaa,Atakiwang,resigned,win
47326,greyli,aajayaa,win,resigned
47327,aajayaa,Rhi_Autumn,resigned,win
47328,NoMorekr,aajayaa,win,timeout
47329,aajayaa,zendiesel,timeout,win
47330,Alon4444444,aajayaa,checkmated,win
47331,aajayaa,sw00pingbuzzard,resigned,win
47332,besik12,aajayaa,timeout,win
47333,malangcow,aajayaa,win,resigned
47334,FeliksTs,aajayaa,win,checkmated
47335,aajayaa,P_S123,win,resigned
47336,aajayaa,JakaDJada,checkmated,win
47337,victoranton1,aajayaa,resigned,win
47338,aajayaa,ThetLinn529,win,resigned
47339,aajayaa,nico3333,win,resigned
47340,Aajeet,bettojr,timeout,win
47341,aajum,nirmalbista80,resigned,win
47342,An-nisa,aajum,timeout,win
47343,aajum,cucunandar,win,timeout
47344,236Bento,aajum,timeout,win
47345,kadoy1992,aajum,win,resigned
47346,Gandana63,aajum,win,checkmated
47347,aajum,AlfilvsTorre,resigned,win
47348,oneleeshot,aajum,checkmated,win
47349,aajum,rubinisaku,win,resigned
47350,aajum,Reba123,checkmated,win
47351,aajum,RandomPerson2074,win,resigned
47352,aajum,achotigalima,win,checkmated
47353,vehbi18,aajum,stalemate,stalemate
47354,legendogre,aajum,win,checkmated
47355,petro1965,aajum,resigned,win
47356,aajum,Kosta_chess,abandoned,win
47357,artman555,aajum,abandoned,win
47358,aajum,Nanang1964,checkmated,win
47359,Ichirgu-boil,aajum,win,checkmated
47360,aajum,XXxivixXX,win,abandoned
47361,bocir,aajum,timeout,win
47362,aajum,bardal33,win,resigned
47363,aajum,CapoLacerda,win,checkmated
47364,aajum,skt727575,win,resigned
47365,artur0410,aajum,win,checkmated
47366,aajum,menichelli00,win,resigned
47367,MadhanKumarPrabhu,aajum,checkmated,win
47368,ayaz783,aajum,abandoned,win
47369,aajum,Scholarsmate7,win,resigned
47370,badatchessbois,aajum,resigned,win
47371,aajum,David592,checkmated,win
47372,arisaldo,aajum,checkmated,win
47373,yasser4390,aajum,win,resigned
47374,aajum,MARISCAL-TFP,resigned,win
47375,TranPhiNhat,aajum,timeout,win
47376,lintangk,aajum,resigned,win
47377,aajum,KingCanary,win,checkmated
47378,aajum,Shendiharto,win,checkmated
47379,aajum,Chadoet,resigned,win
47380,atillabehjati,aajum,repetition,repetition
47381,alir111222,aajum,win,resigned
47382,aajum,Melnnn,win,checkmated
47383,aajum,Beanjellymom,win,checkmated
47384,tigeriiii,aajum,win,resigned
47385,aajum,rexhephiseni,checkmated,win
47386,Luft81,aajum,timeout,win
47387,yeider08,aajum,checkmated,win
47388,aajum,thegamer2004,win,checkmated
47389,jesus694200,aajum,win,resigned
47390,aajum,xandocalifa,win,resigned
47391,XhemajlBekteshi,aajum,checkmated,win
47392,aajum,XhemajlBekteshi,resigned,win
47393,semihaltan,aakarshmendes,checkmated,win
47394,aakarshmendes,MrJamesFinlayson,win,timeout
47395,deona09,aakarshmendes,agreed,agreed
47396,aakarshmendes,deona09,win,abandoned
47397,aakarshmendes,civistorok,win,resigned
47398,aakarshmendes,Feda_falasteen,resigned,win
47399,aakarshmendes,thiagoz7,checkmated,win
47400,Bhausgade,aakarshmendes,win,abandoned
47401,1950claudio,aakarshmendes,win,abandoned
47402,aakarshmendes,yemen545,win,checkmated
47403,Olihu,aakarshmendes,win,resigned
47404,DiptiRanjan07,aakash554,abandoned,win
47405,aakash554,DiptiRanjan07,win,checkmated
47406,aakash554,SJohn11,agreed,agreed
47407,Antoinechatonnet,aakash554,abandoned,win
47408,Aakash7143,floda1958,checkmated,win
47409,JosiahFinkelstein,Aakash7143,win,checkmated
47410,Aakash7143,rainbow_rider,timeout,win
47411,rainbow_rider,Aakash7143,win,timeout
47412,aakash756,tomundben,resigned,win
47413,cristianmario,aakash756,resigned,win
47414,aakash756,perryshelton,resigned,win
47415,BerraJefe,aakash756,win,resigned
47416,Luis_Mjr_121,aakash756,win,resigned
47417,aakash756,Nahueluke,win,resigned
47418,aakash756,veganaise,resigned,win
47419,virebdra9129,aakash756,win,resigned
47420,aakash756,grimpovore,win,checkmated
47421,CeliusFrederich,aakash756,win,resigned
47422,aakash756,YoSnes,win,resigned
47423,Narek2012,aakash756,win,resigned
47424,aakash756,Achintya_Paradkar_25,win,resigned
47425,aakash756,JacobVoice,resigned,win
47426,echonarcissus,aakash756,resigned,win
47427,JigglesMcFly,aakash756,win,resigned
47428,Jamalov91,aakash756,resigned,win
47429,aakash756,jdariasl,checkmated,win
47430,chessfriend27,aakash756,stalemate,stalemate
47431,aakash756,SailorSpoony,checkmated,win
47432,aakash756,59oneputt69,abandoned,win
47433,aakash756,allelundstrom,win,resigned
47434,aakash756,madcolombian,abandoned,win
47435,hebert_beater,aakash756,resigned,win
47436,aakash756,hebert_beater,win,resigned
47437,potterplant,Aakashaa,win,checkmated
47438,Aakashaa,jo2003,win,resigned
47439,Aakashaa,khalidsaadiun,win,resigned
47440,khalidsaadiun,Aakashaa,win,resigned
47441,CHOPEIN,Aakashaa,win,resigned
47442,Aakashaa,Denharin,resigned,win
47443,Aakashaa,Krimar123,timeout,win
47444,Aakashaa,tumbaburros,abandoned,win
47445,surindergupta1,Aakashaa,win,timeout
47446,vbs_91302,Aakashjr,resigned,win
47447,dariusdarius78,aakashkhurana,resigned,win
47448,aakashkhurana,watubaning,checkmated,win
47449,watubaning,aakashkhurana,win,checkmated
47450,aakashkhurana,Grancos13,win,resigned
47451,paulsavoie,aakashkhurana,win,checkmated
47452,aakashkhurana,Imikuczora,checkmated,win
47453,aakashkhurana,Zamaron,win,resigned
47454,aakashkhurana,stilltring,win,resigned
47455,AlexInc,aakashkhurana,abandoned,win
47456,drtrkotha,aakashkhurana,win,resigned
47457,aakashkhurana,iYub007,resigned,win
47458,aakashkhurana,musta85a,resigned,win
47459,Akash_singer,aakashkhurana,checkmated,win
47460,aakashkhurana,Akash_singer,win,timeout
47461,Hammam9393,aakashkhurana,resigned,win
47462,aakashmehta998,Sitataring,win,resigned
47463,Nakurwiacz07,aakashmehta998,win,checkmated
47464,aakashmehta998,Dzon3131,checkmated,win
47465,aakashmehta998,AlphaPred,win,abandoned
47466,FICHERLE,aakashmehta998,win,resigned
47467,Alcadice,aakashmehta998,agreed,agreed
47468,aakashmehta998,Atunjannah240,win,checkmated
47469,Atunjannah240,aakashmehta998,win,checkmated
47470,aakashmehta998,wahyenk,win,resigned
47471,wahyenk,aakashmehta998,win,resigned
47472,aldusdumbledore,aakashmehta998,win,timeout
47473,aakashmehta998,ds_holmes,timeout,win
47474,aakashmehta998,tatou27,win,resigned
47475,aakashmehta998,sfusa,checkmated,win
47476,8Gus8,aakashmehta998,resigned,win
47477,muszk951,aakashmehta998,checkmated,win
47478,aakashmehta998,rbueno1976,win,resigned
47479,rbueno1976,aakashmehta998,win,checkmated
47480,Virtusbologna,aakashmehta998,win,resigned
47481,aakashmehta998,hnuuuuuuuuuu,win,resigned
47482,aakashmehta998,WrobelMaciek,win,resigned
47483,aakashmehta998,Santisaliva,resigned,win
47484,pistolpete27k,aakashmehta998,repetition,repetition
47485,ArtMax1,aakashmehta998,resigned,win
47486,aakashmehta998,checo78,win,timeout
47487,itaylevi25,aakashmehta998,checkmated,win
47488,aakashmehta998,Rajawali1,win,checkmated
47489,aakashmehta998,Caesarelotro,win,resigned
47490,MindgmzsXXX,aakashmehta998,timeout,win
47491,gena1963,aakashmehta998,checkmated,win
47492,aakashmehta998,niko4242,resigned,win
47493,BubbleMaker,aakashmehta998,win,resigned
47494,aakashmehta998,ClaudioBosco,win,resigned
47495,dhuynh168,aakashmehta998,checkmated,win
47496,nikolaevich69,aakashmehta998,win,timeout
47497,aakashmehta998,dippomanmukherjee,resigned,win
47498,Aryan_1904,aakashmehta998,checkmated,win
47499,aakashmehta998,Facco77,checkmated,win
47500,Tantay,aakashmehta998,win,resigned
47501,aakashmehta998,Mahmudizin,resigned,win
47502,sagarjn,aakashmehta998,timeout,win
47503,aakashmehta998,sagarjn,win,checkmated
47504,fnc10,aakashmehta998,win,checkmated
47505,aakashmehta998,PIONEMA5,win,timeout
47506,1435Arrow,aakashmehta998,checkmated,win
47507,JariRyhki,aakashmehta998,win,resigned
47508,aakashmehta998,BlackmarDiemarGambit,resigned,win
47509,aakashmehta998,CafeGalaad,win,checkmated
47510,AlwinJAntony,aakashmehta998,resigned,win
47511,aakashmehta998,alesoftca,win,resigned
47512,gerfields,aakashmehta998,resigned,win
47513,aakashmehta998,BlackDewil7,checkmated,win
47514,aakashmehta998,sailappan_m,win,resigned
47515,frikandelmayo,aakashmehta998,win,timeout
47516,illydat,aakashmehta998,checkmated,win
47517,certuchi,aakashmehta998,win,resigned
47518,aakashmehta998,MadGlint,resigned,win
47519,aakashmehta998,pereirae,resigned,win
47520,aakashmehta998,BramptonArmandoPaday,win,checkmated
47521,klausg1,aakashmehta998,resigned,win
47522,WarriorKingAus,aakashmehta998,checkmated,win
47523,cesarrosasaragon,aakashmehta998,win,timeout
47524,aakashmehta998,psilocibes,win,resigned
47525,Legend-BobFish,aakashmehta998,win,checkmated
47526,aakashmehta998,crunchyostrich,repetition,repetition
47527,aakashmehta998,piyush123456,resigned,win
47528,Alazadaz,aakashmehta998,win,resigned
47529,dewa_kipasn,aakashmehta998,timeout,win
47530,aakashmehta998,Yogendrakrishna,resigned,win
47531,aakashmehta998,stoppelk0pf,resigned,win
47532,aakashmehta998,Bauka1969,win,resigned
47533,WrongRecord33,aakashmehta998,win,resigned
47534,aakashmehta998,WrongRecord33,checkmated,win
47535,thieulamtri1,aakashmehta998,resigned,win
47536,aakashmehta998,thieulamtri1,resigned,win
47537,Valeri1960,aakashmehta998,win,resigned
47538,11tl65,aakashmehta998,timeout,win
47539,aakashmehta998,Corwin7,win,resigned
47540,ahmezero,aakashmehta998,win,resigned
47541,aakashmehta998,pigcharmer,win,timeout
47542,RohitPorwal,aakashmehta998,resigned,win
47543,aakashmehta998,Akshay_OP,win,checkmated
47544,aakashmehta998,ktomibp,checkmated,win
47545,juli2729,aakashmehta998,win,timeout
47546,aakashmehta998,GMsupermahabharat,timeout,win
47547,Ni3ll,aakashmehta998,timeout,win
47548,ionmugureanu,aakashmehta998,timeout,win
47549,hostelmovil,aakashmehta998,win,resigned
47550,aakashmehta998,IllegalDeal,checkmated,win
47551,aakashmehta998,SzachowyBart,win,checkmated
47552,gnewton881,aakashmehta998,resigned,win
47553,aakashmehta998,secuianu,win,timeout
47554,NeubauerBence,aakashmehta998,resigned,win
47555,aakashmehta998,Calscorp,win,resigned
47556,aakashmehta998,choosingone,checkmated,win
47557,Sahista94,aakashmehta998,win,checkmated
47558,Inol23,aakashmehta998,win,resigned
47559,aakashmehta998,Inol23,timeout,win
47560,Yunusterapi,aakashmehta998,win,resigned
47561,aakashmehta998,ramonezz,checkmated,win
47562,patak111,aakashmehta998,checkmated,win
47563,aakashmehta998,nixpawn,timeout,win
47564,MagnumCarllson,aakashmehta998,win,resigned
47565,aakashmehta998,Xach888,repetition,repetition
47566,aakashmehta998,tariknasir90,resigned,win
47567,aakashmehta998,ShauneH,checkmated,win
47568,Stamen176,aakashmehta998,resigned,win
47569,dontstealmyhorse,aakashmehta998,win,resigned
47570,Medo1313201325,aakashmehta998,resigned,win
47571,aakashmehta998,asmith30635,win,checkmated
47572,aakashmehta998,Crxrex,resigned,win
47573,aakashmehta998,Preston-I-C-E,win,resigned
47574,PESHKOV1969,aakashmehta998,resigned,win
47575,aakashmehta998,PESHKOV1969,win,resigned
47576,aakashmehta998,Saskhoodwink,timeout,win
47577,shubhankar14,aakashmehta998,resigned,win
47578,aakashmehta998,Shota8,timeout,win
47579,AAKazim,QuioloLangMalakas,checkmated,win
47580,Thijsboy,AAKazim,win,resigned
47581,Djn_exe,AAKazim,win,resigned
47582,aakjohns,MrNeuro89,win,resigned
47583,MrNeuro89,aakjohns,resigned,win
47584,FastMonty,aakjohns,repetition,repetition
47585,Aakruthi26,DiegoCorazon,timeout,win
47586,DiegoCorazon,Aakruthi26,win,timeout
47587,FrankNeumann,Aakruthi26,win,timeout
47588,Ludorum1,Aakruthi26,win,timeout
47589,Aakruthi26,VladdytheLaddy,timeout,win
47590,Aakt39,kurejiyaro,win,timeout
47591,kurejiyaro,Aakt39,timeout,win
47592,Pleasesrttsds,aalap2000,win,timeout
47593,bsalty,AaliSyed,checkmated,win
47594,Ado08,AaliSyed,timeout,win
47595,LoBohemio,AaliSyed,win,timeout
47596,AaliSyed,chudo,win,timeout
47597,chubars,AaliSyed,win,checkmated
47598,AaliSyed,Qirim_Army,timeout,win
47599,kent8000,AaliSyed,win,resigned
47600,AaliSyed,pecurtish,win,checkmated
47601,AaliSyed,Aignas,win,timeout
47602,wfffeo,AaliSyed,win,resigned
47603,Qirim_Army,AaliSyed,win,timeout
47604,ronmat13,AaliSyed,win,resigned
47605,AaliSyed,polarlumpensack,resigned,win
47606,rednak,AaliSyed,win,resigned
47607,AaliSyed,trodor13,resigned,win
47608,Mustafagalal,AaliSyed,win,checkmated
47609,AaliSyed,JorgeArgandona,win,resigned
47610,chudo,AaliSyed,win,resigned
47611,Lizalol,AaliSyed,timeout,win
47612,AaliSyed,Waleed1987,win,resigned
47613,bastern70,AaliSyed,timeout,win
47614,AaliSyed,negation_of_negation,win,resigned
47615,AaliSyed,frkyzc23,win,timeout
47616,lx_ninja,AaliSyed,win,timeout
47617,forkissimo,AaliSyed,checkmated,win
47618,reckonin,AaliSyed,win,timeout
47619,vasilex,AaliSyed,timeout,win
47620,AaliSyed,Leoab44,win,timeout
47621,AaliSyed,Papymat66,win,timeout
47622,AaliSyed,safrecol,timeout,win
47623,AaliSyed,RedonditosDeRicota,timeout,win
47624,AaliSyed,miguelcuevs,timeout,win
47625,AaliSyed,Persikabo1973,win,timeout
47626,Papymat66,AaliSyed,timeout,win
47627,KAAU86,AaliSyed,timeout,win
47628,jeancarlosss,AaliSyed,timeout,win
47629,AaliSyed,Rainx721,win,resigned
47630,Diner8,AaliSyed,checkmated,win
47631,AaliSyed,championbuilder,checkmated,win
47632,AaliSyed,archeordnung,resigned,win
47633,sotiris1234,AaliSyed,timeout,win
47634,LeoSato,AaliSyed,checkmated,win
47635,AaliSyed,SaintFrancois,timeout,win
47636,AaliSyed,meeshee86,win,resigned
47637,hoosiers99,AaliSyed,resigned,win
47638,AaliSyed,cperktime,win,checkmated
47639,AaliSyed,Saeed196915,win,timeout
47640,AaliSyed,Mustafagalal,resigned,win
47641,AaliSyed,SherifHamdy,checkmated,win
47642,IgorBungee,AaliSyed,win,resigned
47643,janmanuelheras,AaliSyed,win,resigned
47644,Mustafagalal,AaliSyed,win,resigned
47645,SherifHamdy,AaliSyed,checkmated,win
47646,AaliSyed,Henrik_the_best,resigned,win
47647,KPRacing19,AaliSyed,win,resigned
47648,AaliSyed,Spyro612,win,resigned
47649,archeordnung,AaliSyed,win,resigned
47650,AaliSyed,KoronaBicol,win,timeout
47651,AaliSyed,semsem1000,win,timeout
47652,abiyetamratmengesha,AaliSyed,timeout,win
47653,AaliSyed,tonybaltodanob,timeout,win
47654,63rwrr,AaliSyed,win,resigned
47655,AaliSyed,Slowdemotion,timeout,win
47656,AaliSyed,janmanuelheras,resigned,win
47657,AaliSyed,MC-17230130,resigned,win
47658,AaliSyed,LutherCastle,win,timeout
47659,Mustafacirpan,AaliSyed,win,checkmated
47660,AaliSyed,63rwrr,win,resigned
47661,kheiros,AaliSyed,win,timeout
47662,1prongedattack,AaliSyed,win,resigned
47663,AaliSyed,abiyetamratmengesha,win,timeout
47664,AaliSyed,chessgame90,win,resigned
47665,Pipegeek,AaliSyed,checkmated,win
47666,AaliSyed,Uroljon,win,timeout
47667,AaliSyed,nihadalemic,win,timeout
47668,Ludu11,AaliSyed,timeout,win
47669,AaliSyed,LuisMiguelPerezJuare,win,resigned
47670,mmrohith,AaliSyed,timeout,win
47671,Zhudandan,AaliSyed,resigned,win
47672,moez12,AaliSyed,win,resigned
47673,AaliSyed,potluckadam,checkmated,win
47674,2040west,AaliSyed,win,timeout
47675,AaliSyed,Saul_Rivera,win,timeout
47676,AaliSyed,paulinomc,timeout,win
47677,AaliSyed,samh2410,resigned,win
47678,AaliSyed,UthDaddy,win,checkmated
47679,AaliSyed,howtoquantum,resigned,win
47680,AaliSyed,Zhudandan,win,resigned
47681,AaliSyed,nir_fisher,win,checkmated
47682,achad20,AaliSyed,timeout,win
47683,Juggrnaut,AaliSyed,win,checkmated
47684,AaliSyed,andrey7813,win,checkmated
47685,AaliSyed,gregorylars,timeout,win
47686,howtoquantum,AaliSyed,win,resigned
47687,AaliSyed,HILQUIASBASTOS,win,timeout
47688,AaliSyed,howtoquantum,checkmated,win
47689,Saul_Rivera,AaliSyed,checkmated,win
47690,samh2410,AaliSyed,checkmated,win
47691,AaliSyed,hawk71avery,win,timeout
47692,Zhudandan,AaliSyed,resigned,win
47693,AaliSyed,danopticon21,win,timeout
47694,AaliSyed,alenvoje,resigned,win
47695,JugRealm,AaliSyed,win,timeout
47696,Cavalo_Assassino,AaliSyed,checkmated,win
47697,Rameezhuq,AaliSyed,timeout,win
47698,AaliSyed,2040west,timevsinsufficient,timevsinsufficient
47699,AaliSyed,luisfveloz,win,timeout
47700,AaliSyed,achad20,timeout,win
47701,AaliSyed,azzurro3,win,timeout
47702,XLMagnumCarlson,AaliSyed,repetition,repetition
47703,AaliSyed,taket_ez,resigned,win
47704,2040west,AaliSyed,win,timeout
47705,Genefreaks,AaliSyed,win,resigned
47706,bryanyong1103,AaliSyed,abandoned,win
47707,AaliSyed,Reywu,resigned,win
47708,AaliSyed,63re1,timeout,win
47709,NICOLAS-FROMIS,AaliSyed,timeout,win
47710,Abcd1223,AaliSyed,win,timeout
47711,AaliSyed,Googgly,win,timeout
47712,jiacomo,AaliSyed,win,checkmated
47713,AaliSyed,Subyei95,timeout,win
47714,AaliSyed,Mumla99,resigned,win
47715,Mtahmad,AaliSyed,win,timeout
47716,watuaji-minthul,AaliSyed,timeout,win
47717,AaliSyed,luisalfonsofalcon,resigned,win
47718,AaliSyed,JugRealm,checkmated,win
47719,Subyei95,AaliSyed,timeout,win
47720,BogdanV300560,AaliSyed,timeout,win
